"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-115.55","51.19","BANFF CS","3050519","2024-02-13","2024","02","13","","-2.6","","-13.1","","-7.8","","25.8","","0.0","","","","","","1.6","","3","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-02-14","2024","02","14","","-5.3","","-21.1","","-13.2","","31.2","","0.0","","","","","","0.0","","3","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-02-15","2024","02","15","","-5.1","","-21.0","","-13.1","","31.1","","0.0","","","","","","0.0","","3","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-02-16","2024","02","16","","0.3","","-23.2","","-11.5","","29.5","","0.0","","","","","","0.0","","3","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-02-17","2024","02","17","","2.0","","-16.9","","-7.4","","25.4","","0.0","","","","","","0.0","","3","","23","","40",""
"-115.55","51.19","BANFF CS","3050519","2024-02-18","2024","02","18","","3.6","","-13.2","","-4.8","","22.8","","0.0","","","","","","0.0","","3","","22","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-02-19","2024","02","19","","5.6","","-7.8","","-1.1","","19.1","","0.0","","","","","","0.0","","2","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-02-20","2024","02","20","","6.3","","-6.2","","0.0","","18.0","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-02-21","2024","02","21","","6.9","","-2.3","","2.3","","15.7","","0.0","","","","","","0.1","","","","24","","33",""
"-115.55","51.19","BANFF CS","3050519","2024-02-22","2024","02","22","","6.8","","-2.1","","2.3","","15.7","","0.0","","","","","","0.0","","","","24","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-02-23","2024","02","23","","5.6","","-3.5","","1.1","","16.9","","0.0","","","","","","0.0","","","","23","","52",""
"-115.55","51.19","BANFF CS","3050519","2024-02-24","2024","02","24","","3.1","","-5.6","","-1.2","","19.2","","0.0","","","","","","4.0","","","","23","","45",""
"-115.55","51.19","BANFF CS","3050519","2024-02-25","2024","02","25","","1.7","","-5.6","","-2.0","","20.0","","0.0","","","","","","4.3","","9","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-02-26","2024","02","26","","-0.8","","-20.0","","-10.4","","28.4","","0.0","","","","","","0.8","","9","","6","","39",""
"-115.55","51.19","BANFF CS","3050519","2024-02-27","2024","02","27","","-9.2","","-22.3","","-15.8","","33.8","","0.0","","","","","","0.7","","8","","22","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-02-28","2024","02","28","","-4.6","","-11.4","","-8.0","","26.0","","0.0","","","","","","4.0","","8","","18","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-02-29","2024","02","29","","1.4","","-7.2","","-2.9","","20.9","","0.0","","","","","","13.1","","16","","6","","33",""
"-115.55","51.19","BANFF CS","3050519","2024-03-01","2024","03","01","","-7.1","","-15.0","","-11.0","","29.0","","0.0","","","","","","1.5","","30","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-02","2024","03","02","","-13.3","","-19.5","","-16.4","","34.4","","0.0","","","","","","1.7","","27","","7","","39",""
"-115.55","51.19","BANFF CS","3050519","2024-03-03","2024","03","03","","-11.2","","-25.1","","-18.2","","36.2","","0.0","","","","","","0.0","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-04","2024","03","04","","-12.5","","-21.1","","-16.8","","34.8","","0.0","","","","","","0.2","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-05","2024","03","05","","-13.0","","-23.8","","-18.4","","36.4","","0.0","","","","","","0.9","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-06","2024","03","06","","-3.9","","-23.1","","-13.5","","31.5","","0.0","","","","","","0.0","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-07","2024","03","07","","-1.2","","-19.3","","-10.3","","28.3","","0.0","","","","","","0.0","","23","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-08","2024","03","08","","2.8","","-11.6","","-4.4","","22.4","","0.0","","","","","","0.0","","22","","23","","38",""
"-115.55","51.19","BANFF CS","3050519","2024-03-09","2024","03","09","","7.9","","-5.5","","1.2","","16.8","","0.0","","","","","","0.0","","20","","24","","36",""
"-115.55","51.19","BANFF CS","3050519","2024-03-10","2024","03","10","","5.1","","-2.2","","1.4","","16.6","","0.0","","","","","","3.6","","18","","20","","43",""
"-115.55","51.19","BANFF CS","3050519","2024-03-11","2024","03","11","","3.2","","-3.6","","-0.2","","18.2","","0.0","","","","","","0.0","","22","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-12","2024","03","12","","5.8","","-4.0","","0.9","","17.1","","0.0","","","","","","0.0","","17","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-13","2024","03","13","","6.1","","-9.1","","-1.5","","19.5","","0.0","","","","","","0.0","","16","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-14","2024","03","14","","7.2","","-7.4","","-0.1","","18.1","","0.0","","","","","","0.0","","15","","23","","33",""
"-115.55","51.19","BANFF CS","3050519","2024-03-15","2024","03","15","","12.9","","-2.0","","5.4","","12.6","","0.0","","","","","","0.0","","14","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-16","2024","03","16","","15.3","","-3.7","","5.8","","12.2","","0.0","","","","","","0.0","","10","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-17","2024","03","17","","16.0","","-3.7","","6.2","","11.8","","0.0","","","","","","0.0","","7","","22","","31",""
"-115.55","51.19","BANFF CS","3050519","2024-03-18","2024","03","18","","15.8","","-2.9","","6.5","","11.5","","0.0","","","","","","0.0","","1","","19","","35",""
"-115.55","51.19","BANFF CS","3050519","2024-03-19","2024","03","19","","8.4","","-2.3","","3.1","","14.9","","0.0","","","","","","0.1","","","","8","","39",""
"-115.55","51.19","BANFF CS","3050519","2024-03-20","2024","03","20","","-0.6","","-7.5","","-4.1","","22.1","","0.0","","","","","","3.1","","","","7","","31",""
"-115.55","51.19","BANFF CS","3050519","2024-03-21","2024","03","21","","-2.1","","-8.6","","-5.4","","23.4","","0.0","","","","","","3.1","","4","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-22","2024","03","22","","-3.2","","-9.2","","-6.2","","24.2","","0.0","","","","","","0.3","","6","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-23","2024","03","23","","-3.7","","-10.8","","-7.3","","25.3","","0.0","","","","","","0.0","","4","","7","","35",""
"-115.55","51.19","BANFF CS","3050519","2024-03-24","2024","03","24","","1.8","","-13.8","","-6.0","","24.0","","0.0","","","","","","0.0","","3","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-25","2024","03","25","","6.3","","-12.1","","-2.9","","20.9","","0.0","","","","","","0.0","","1","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-26","2024","03","26","","6.3","","-10.1","","-1.9","","19.9","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-27","2024","03","27","","6.5","","-3.7","","1.4","","16.6","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-28","2024","03","28","","3.6","","-4.7","","-0.6","","18.6","","0.0","","","","","","1.4","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-03-29","2024","03","29","","-2.3","","-9.2","","-5.8","","23.8","","0.0","","","","","","4.2","","1","","6","","33",""
"-115.55","51.19","BANFF CS","3050519","2024-03-30","2024","03","30","","4.6","","-16.9","","-6.1","","24.1","","0.0","","","","","","0.0","","1","","23","","35",""
"-115.55","51.19","BANFF CS","3050519","2024-03-31","2024","03","31","","6.9","","-9.1","","-1.1","","19.1","","0.0","","","","","","0.1","","","","22","","36",""
"-115.55","51.19","BANFF CS","3050519","2024-04-01","2024","04","01","","13.0","","-3.1","","5.0","","13.0","","0.0","","","","","","0.0","","","","22","","38",""
"-115.55","51.19","BANFF CS","3050519","2024-04-02","2024","04","02","","13.5","","2.2","","7.9","","10.1","","0.0","","","","","","0.0","","","","23","","58",""
"-115.55","51.19","BANFF CS","3050519","2024-04-03","2024","04","03","","9.9","","-0.8","","4.5","","13.5","","0.0","","","","","","7.2","","0","","6","","35",""
"-115.55","51.19","BANFF CS","3050519","2024-04-04","2024","04","04","","-0.1","","-2.3","","-1.2","","19.2","","0.0","","","","","","6.8","","10","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-05","2024","04","05","","3.2","","-3.2","","0.0","","18.0","","0.0","","","","","","3.4","","11","","4","","31",""
"-115.55","51.19","BANFF CS","3050519","2024-04-06","2024","04","06","","8.5","","-1.2","","3.7","","14.3","","0.0","","","","","","0.3","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-07","2024","04","07","","8.7","","-0.8","","3.9","","14.1","","0.0","","","","","","0.0","","1","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-08","2024","04","08","","7.7","","-1.8","","3.0","","15.0","","0.0","","","","","","0.0","","","","22","","43",""
"-115.55","51.19","BANFF CS","3050519","2024-04-09","2024","04","09","","9.0","","-2.5","","3.3","","14.7","","0.0","","","","","","1.0","","","","23","","44",""
"-115.55","51.19","BANFF CS","3050519","2024-04-10","2024","04","10","","8.2","","-5.9","","1.2","","16.8","","0.0","","","","","","0.0","","","","23","","33",""
"-115.55","51.19","BANFF CS","3050519","2024-04-11","2024","04","11","","9.5","","-3.0","","3.2","","14.8","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-12","2024","04","12","","11.1","","0.1","","5.6","","12.4","","0.0","","","","","","0.0","","","","24","","38",""
"-115.55","51.19","BANFF CS","3050519","2024-04-13","2024","04","13","","13.7","","0.2","","7.0","","11.0","","0.0","","","","","","0.0","","","","19","","42",""
"-115.55","51.19","BANFF CS","3050519","2024-04-14","2024","04","14","","16.1","","-3.0","","6.5","","11.5","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-15","2024","04","15","","14.2","","-3.2","","5.5","","12.5","","0.0","","","","","","0.0","","","","22","","38",""
"-115.55","51.19","BANFF CS","3050519","2024-04-16","2024","04","16","","3.0","","-3.5","","-0.2","","18.2","","0.0","","","","","","8.3","","1","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-17","2024","04","17","","2.3","","-6.1","","-1.9","","19.9","","0.0","","","","","","0.0","","4","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-18","2024","04","18","","2.7","","-11.1","","-4.2","","22.2","","0.0","","","","","","0.0","","1","","1","","31",""
"-115.55","51.19","BANFF CS","3050519","2024-04-19","2024","04","19","","4.1","","-9.9","","-2.9","","20.9","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-20","2024","04","20","","11.9","","-10.1","","0.9","","17.1","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-21","2024","04","21","","7.6","","-2.1","","2.8","","15.2","","0.0","","","","","","0.0","","","","23","","53",""
"-115.55","51.19","BANFF CS","3050519","2024-04-22","2024","04","22","","11.5","","-2.4","","4.5","","13.5","","0.0","","","","","","0.0","","","","26","","37",""
"-115.55","51.19","BANFF CS","3050519","2024-04-23","2024","04","23","","14.4","","-5.4","","4.5","","13.5","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-24","2024","04","24","","14.1","","-1.1","","6.5","","11.5","","0.0","","","","","","0.0","","","","22","","45",""
"-115.55","51.19","BANFF CS","3050519","2024-04-25","2024","04","25","","12.7","","0.9","","6.8","","11.2","","0.0","","","","","","0.0","","","","24","","35",""
"-115.55","51.19","BANFF CS","3050519","2024-04-26","2024","04","26","","5.2","","-0.2","","2.5","","15.5","","0.0","","","","","","6.2","","1","","36","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-04-27","2024","04","27","","13.3","","-0.9","","6.2","","11.8","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-04-28","2024","04","28","","11.3","","0.2","","5.8","","12.2","","0.0","","","","","","0.9","","","","23","","36",""
"-115.55","51.19","BANFF CS","3050519","2024-04-29","2024","04","29","","8.6","","-1.1","","3.7","","14.3","","0.0","","","","","","4.2","","","","25","","35",""
"-115.55","51.19","BANFF CS","3050519","2024-04-30","2024","04","30","","3.5","","-1.3","","1.1","","16.9","","0.0","","","","","","10.8","","8","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-01","2024","05","01","","2.6","","-1.4","","0.6","","17.4","","0.0","","","","","","3.5","","10","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-02","2024","05","02","","4.2","","-0.6","","1.8","","16.2","","0.0","","","","","","1.8","","5","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-03","2024","05","03","","10.7","","-1.6","","4.6","","13.4","","0.0","","","","","","0.0","","2","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-04","2024","05","04","","11.9","","-4.3","","3.8","","14.2","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-05","2024","05","05","","14.8","","-2.9","","6.0","","12.0","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-06","2024","05","06","","6.7","","-0.3","","3.2","","14.8","","0.0","","","","","","5.4","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-07","2024","05","07","","9.1","","1.8","","5.5","","12.5","","0.0","","","","","","0.4","","","","23","","31",""
"-115.55","51.19","BANFF CS","3050519","2024-05-08","2024","05","08","","15.1","","0.4","","7.8","","10.2","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-09","2024","05","09","","20.3","","-4.0","","8.2","","9.8","","0.0","","","","","","0.0","","","","20","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-05-10","2024","05","10","","22.3","","-2.1","","10.1","","7.9","","0.0","","","","","","0.0","","","","18","","39",""
"-115.55","51.19","BANFF CS","3050519","2024-05-11","2024","05","11","","22.7","","2.7","","12.7","","5.3","","0.0","","","","","","0.0","","","","26","","36",""
"-115.55","51.19","BANFF CS","3050519","2024-05-12","2024","05","12","","21.4","","-0.3","","10.5","","7.5","","0.0","","","","","","0.0","","","","25","","38",""
"-115.55","51.19","BANFF CS","3050519","2024-05-13","2024","05","13","","16.1","","2.9","","9.5","","8.5","","0.0","","","","","","1.3","","","","22","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-05-14","2024","05","14","","17.7","","4.2","","11.0","","7.0","","0.0","","","","","","0.0","","","","24","","32",""
"-115.55","51.19","BANFF CS","3050519","2024-05-15","2024","05","15","","15.0","","4.2","","9.6","","8.4","","0.0","","","","","","0.0","","","","23","","40",""
"-115.55","51.19","BANFF CS","3050519","2024-05-16","2024","05","16","","12.9","","2.8","","7.8","","10.2","","0.0","","","","","","6.6","","","","25","","32",""
"-115.55","51.19","BANFF CS","3050519","2024-05-17","2024","05","17","","8.9","","0.4","","4.6","","13.4","","0.0","","","","","","9.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-18","2024","05","18","","9.9","","0.3","","5.1","","12.9","","0.0","","","","","","1.7","","","","2","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-05-19","2024","05","19","","12.4","","-1.8","","5.3","","12.7","","0.0","","","","","","0.0","","","","26","","44",""
"-115.55","51.19","BANFF CS","3050519","2024-05-20","2024","05","20","","11.9","","0.7","","6.3","","11.7","","0.0","","","","","","0.1","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-21","2024","05","21","","12.5","","-2.8","","4.9","","13.1","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-22","2024","05","22","","9.0","","3.6","","6.3","","11.7","","0.0","","","","","","4.3","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-05-23","2024","05","23","","10.7","","0.3","","5.5","","12.5","","0.0","","","","","","5.8","","","","3","","33",""
"-115.55","51.19","BANFF CS","3050519","2024-05-24","2024","05","24","","16.0","","0.6","","8.3","","9.7","","0.0","","","","","","0.0","","","","23","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-05-25","2024","05","25","","13.4","","-0.7","","6.4","","11.6","","0.0","","","","","","0.6","","","","24","","44",""
"-115.55","51.19","BANFF CS","3050519","2024-05-26","2024","05","26","","13.6","","4.6","","9.1","","8.9","","0.0","","","","","","0.4","","","","23","","37",""
"-115.55","51.19","BANFF CS","3050519","2024-05-27","2024","05","27","","17.0","","0.1","","8.5","","9.5","","0.0","","","","","","0.0","","","","23","","38",""
"-115.55","51.19","BANFF CS","3050519","2024-05-28","2024","05","28","","19.1","","1.8","","10.4","","7.6","","0.0","","","","","","0.4","","","","32","","38",""
"-115.55","51.19","BANFF CS","3050519","2024-05-29","2024","05","29","","12.4","","3.5","","8.0","","10.0","","0.0","","","","","","3.3","","","","30","","42",""
"-115.55","51.19","BANFF CS","3050519","2024-05-30","2024","05","30","","10.8","","3.3","","7.1","","10.9","","0.0","","","","","","0.0","","","","24","","39",""
"-115.55","51.19","BANFF CS","3050519","2024-05-31","2024","05","31","","13.4","","4.0","","8.7","","9.3","","0.0","","","","","","0.0","","","","23","","36",""
"-115.55","51.19","BANFF CS","3050519","2024-06-01","2024","06","01","","14.9","","-0.4","","7.3","","10.7","","0.0","","","","","","0.0","","","","22","","32",""
"-115.55","51.19","BANFF CS","3050519","2024-06-02","2024","06","02","","17.7","","2.9","","10.3","","7.7","","0.0","","","","","","0.0","","","","","","",""
"-115.55","51.19","BANFF CS","3050519","2024-06-03","2024","06","03","","16.8","","6.2","","11.5","","6.5","","0.0","","","","","","1.1","","","","28","","34",""
"-115.55","51.19","BANFF CS","3050519","2024-06-04","2024","06","04","","12.5","","4.0","","8.3","","9.7","","0.0","","","","","","0.7","","","","21","","46",""
"-115.55","51.19","BANFF CS","3050519","2024-06-05","2024","06","05","","14.5","","2.9","","8.7","","9.3","","0.0","","","","","","0.0","","","","22","","45",""
"-115.55","51.19","BANFF CS","3050519","2024-06-06","2024","06","06","","17.8","","-3.3","","7.3","","10.7","","0.0","","","","","","0.0","","","","25","","41",""
"-115.55","51.19","BANFF CS","3050519","2024-06-07","2024","06","07","","18.7","","2.2","","10.4","","7.6","","0.0","","","","","","0.0","","","","21","","33",""
"-115.55","51.19","BANFF CS","3050519","2024-06-08","2024","06","08","","18.2","","-2.9","","7.6","","10.4","","0.0","","","","","","0.0","","","","5","","41",""
"-115.55","51.19","BANFF CS","3050519","2024-06-09","2024","06","09","","21.3","","4.4","","12.8","","5.2","","0.0","","","","","","0.0","","","","23","","38",""
"-115.55","51.19","BANFF CS","3050519","2024-06-10","2024","06","10","","19.3","","9.1","","14.2","","3.8","","0.0","","","","","","0.0","","","","22","","38",""
"-115.55","51.19","BANFF CS","3050519","2024-06-11","2024","06","11","","20.1","","4.1","","12.1","","5.9","","0.0","","","","","","5.1","","","","33","","59",""
"-115.55","51.19","BANFF CS","3050519","2024-06-12","2024","06","12","","14.6","","2.7","","8.6","","9.4","","0.0","","","","","","0.0","","","","23","","39",""
"-115.55","51.19","BANFF CS","3050519","2024-06-13","2024","06","13","","20.0","","0.1","","10.0","","8.0","","0.0","","","","","","0.0","","","","23","","32",""
"-115.55","51.19","BANFF CS","3050519","2024-06-14","2024","06","14","","19.1","","3.8","","11.4","","6.6","","0.0","","","","","","0.0","","","","20","","53",""
"-115.55","51.19","BANFF CS","3050519","2024-06-15","2024","06","15","","17.3","","3.2","","10.2","","7.8","","0.0","","","","","","3.0","","","","26","","39",""
