date,btl_rating,tln_rating,alp_rating,problem_1,problem_2,problem_3,chance_1,chance_2,chance_3,longitude,latitude,station_name,climate_id,year,month,day,data_quality,max_temp_c,min_temp_c,mean_temp_c,heat_deg_day_c,cool_deg_day_c,total_rain_mm,total_snow_cm,total_precip_mm,snow_on_ground_cm,dir_of_max_gust_10s_deg,spd_of_max_gust_kmh
2019-03-01,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,1,,-10.1,-23.8,-16.9,34.9,0,,,0,103,7,42
2019-03-02,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,2,,-13.5,-29.6,-21.6,39.6,0,,,0.2,103,9,33
2019-03-03,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,3,,-9.6,-31.2,-20.4,38.4,0,,,0.3,103,,
2019-03-04,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,4,,-4.6,-28.5,-16.5,34.5,0,,,0,103,,
2019-03-05,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,5,,-2,-24.9,-13.4,31.4,0,,,0.2,102,,
2019-03-06,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,6,,-1.7,-18.6,-10.1,28.1,0,,,0.2,102,4,35
2019-03-07,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,7,,-2.6,-12.8,-7.7,25.7,0,,,2.5,102,26,43
2019-03-08,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,8,,-4.2,-10,-7.1,25.1,0,,,1.9,106,26,41
2019-03-09,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,9,,0.2,-17.7,-8.7,26.7,0,,,0.3,106,,
2019-03-10,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,10,,-0.4,-21.8,-11.1,29.1,0,,,0,106,27,43
2019-03-11,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,11,,-1.6,-8.7,-5.2,23.2,0,,,3.7,105,25,59
2019-03-12,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,12,,-0.5,-6.5,-3.5,21.5,0,,,1.6,111,26,31
2019-03-13,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,13,,1.2,-10.2,-4.5,22.5,0,,,0.2,110,25,34
2019-03-14,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,14,,0.7,-20.1,-9.7,27.7,0,,,0.2,109,25,40
2019-03-15,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,15,,3.6,-5.8,-1.1,19.1,0,,,0.9,108,26,47
2019-03-16,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,16,,5.1,-7.2,-1,19,0,,,0.2,108,25,34
2019-03-17,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,17,,9.5,-10.3,-0.4,18.4,0,,,0,107,25,31
2019-03-18,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,18,,9.6,-11.2,-0.8,18.8,0,,,0,103,25,33
2019-03-19,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,19,,11.5,-9.4,1.1,16.9,0,,,0,101,25,31
2019-03-20,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,20,,13.5,-8.9,2.3,15.7,0,,,0.2,99,,
2019-03-21,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,21,,14.5,-6.9,3.8,14.2,0,,,0,97,,
2019-03-22,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,22,,14.7,-7.3,3.7,14.3,0,,,0,94,,
2019-03-23,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,23,,9.9,-4.9,2.5,15.5,0,,,0,90,25,32
2019-03-24,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,24,,8.5,-0.6,4,14,0,,,0,88,,
2019-03-25,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,25,,,,,,,,,,84,,
2019-03-26,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,26,,,,,,,,,,80,,
2019-03-27,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,27,,,,,,,,,,86,,
2019-03-28,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,28,,10.4,-7.1,1.7,16.3,0,,,0.2,85,,
2019-03-29,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,29,,,,,,,,,,82,,
2019-03-30,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,30,,,,,,,,,,80,,
2019-03-31,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,3,31,,,,,,,,,,78,,
2019-04-01,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,1,,,,,,,,,,77,,
2019-04-02,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,2,,11,-9,1,17,0,,,0,74,,
2019-04-03,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,3,,7.7,-9.1,-0.7,18.7,0,,,0,72,26,39
2019-04-04,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,4,,,,,,,,,,70,,
2019-04-05,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,5,,,,,,,,,,69,,
2019-04-06,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,6,,,,,,,,,,67,,
2019-04-07,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,7,,,,,,,,,,65,,
2019-04-08,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,8,,,,,,,,,,63,,
2019-04-09,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,9,,,,,,,,,,62,,
2019-04-10,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,10,,,,,,,,,,58,,
2019-04-11,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,11,,,,,,,,,,61,,
2019-04-12,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,12,,,,,,,,,,58,,
2019-04-13,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,13,,,,,,,,,,55,,
2019-04-14,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,14,,,,,,,,,,,,
2019-04-15,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,15,,,,,,,,,,57,,
2019-04-16,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,16,,,,,,,,,,,,
2019-04-17,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,17,,,,,,,,,,,,
2019-04-18,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,18,,,,,,,,,,55,,
2019-04-19,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,19,,6.3,0,3.2,14.8,0,,,5.7,52,26,48
2019-04-20,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,20,,11,-2.1,4.4,13.6,0,,,0,49,26,32
2019-04-21,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,21,,13.5,-8,2.7,15.3,0,,,0.2,46,25,41
2019-04-22,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,22,,12.5,-4.7,3.9,14.1,0,,,0,42,25,62
2019-04-23,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,23,,10.9,0,5.4,12.6,0,,,0.6,39,25,44
2019-04-24,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,24,,7.1,-3,2,16,0,,,0.4,36,24,58
2019-04-25,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,25,,9.7,-4.9,2.4,15.6,0,,,0,34,26,39
2019-04-26,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,26,,12,-4.4,3.8,14.2,0,,,0,30,24,40
2019-04-27,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,27,,4.6,-4.5,0.1,17.9,0,,,7.7,32,8,39
2019-04-28,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,28,,6.4,-7.3,-0.4,18.4,0,,,0.2,30,,
2019-04-29,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,29,,6,-10.2,-2.1,20.1,0,,,0,30,25,32
2019-04-30,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,4,30,,6.6,-10,-1.7,19.7,0,,,0,29,26,47
2019-05-01,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,1,,5,-3.7,0.6,17.4,0,,,9.3,28,26,39
2019-05-02,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,2,,7.5,-2.9,2.3,15.7,0,,,6.8,41,25,43
2019-05-03,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,3,,4.3,0,2.1,15.9,0,,,7.6,38,26,38
2019-05-04,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,4,,11.1,-1.5,4.8,13.2,0,,,5.1,33,26,41
2019-05-05,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,5,,12,-3.4,4.3,13.7,0,,,1.5,38,,
2019-05-06,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,6,,11.4,-3.4,4,14,0,,,0,27,24,31
2019-05-07,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,7,,13.8,-1.3,6.2,11.8,0,,,0.3,25,25,32
2019-05-08,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,8,,13.7,-1.1,6.3,11.7,0,,,0.2,20,25,38
2019-05-09,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,9,,16.6,-1.7,7.5,10.5,0,,,0,15,24,37
2019-05-10,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,10,,17.9,0.4,9.2,8.8,0,,,0,6,,
2019-05-11,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,11,,21,-2.3,9.4,8.6,0,,,0,,26,34
2019-05-12,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,12,,18.7,2.8,10.8,7.2,0,,,0,,26,45
2019-05-13,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,13,,19.6,0.4,10,8,0,,,0.2,,,
2019-05-14,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,14,,15.4,2,8.7,9.3,0,,,0.8,,25,35
2019-05-15,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,15,,17.5,2.4,9.9,8.1,0,,,1.9,,27,42
2019-05-16,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,16,,11.8,4.3,8,10,0,,,0.8,,5,47
2019-05-17,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,17,,9.4,2,5.7,12.3,0,,,0.7,,6,45
2019-05-18,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,18,,6.4,0.9,3.7,14.3,0,,,0.9,,4,42
2019-05-19,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,19,,12.5,-0.4,6.1,11.9,0,,,0,,3,43
2019-05-20,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,20,,11.9,-1.4,5.3,12.7,0,,,0,,6,44
2019-05-21,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,21,,10,0.1,5,13,0,,,0,,6,37
2019-05-22,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,22,,18,2,10,8,0,,,0,,26,32
2019-05-23,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,23,,15.1,1.7,8.4,9.6,0,,,0,,25,31
2019-05-24,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,24,,13,0.6,6.8,11.2,0,,,2.1,,9,33
2019-05-25,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,25,,10.9,2.3,6.6,11.4,0,,,2.9,,7,35
2019-05-26,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,26,,16.4,-0.7,7.9,10.1,0,,,0.2,,6,41
2019-05-27,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,27,,21.2,-2.3,9.5,8.5,0,,,0,,,
2019-05-28,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,28,,,,,,,,,,,,
2019-05-29,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,29,,25.3,1.2,13.3,4.7,0,,,,,25,32
2019-05-30,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,30,,20.8,8.6,14.7,3.3,0,,,,,26,33
2019-05-31,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,5,31,,23.6,5.3,14.4,3.6,0,,,,,25,37
2019-06-01,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,1,,24.3,4.1,14.2,3.8,0,,,,,25,45
2019-06-02,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,2,,24.5,3.5,14,4,0,,,,,25,49
2019-06-03,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,3,,21,5.8,13.4,4.6,0,,,,,25,60
2019-06-04,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,4,,18.8,-0.2,9.3,8.7,0,,,,,26,55
2019-06-05,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,5,,15,2.8,8.9,9.1,0,,,,,26,51
2019-06-06,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,6,,14.7,3.5,9.1,8.9,0,,,,,26,35
2019-06-07,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,7,,8.6,0.1,4.3,13.7,0,,,,,,
2019-06-08,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,8,,10.1,-0.3,4.9,13.1,0,,,,,27,41
2019-06-09,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,9,,14.7,1.6,8.1,9.9,0,,,,,25,44
2019-06-10,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,10,,12.5,4,8.3,9.7,0,,,,,26,40
2019-06-11,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,11,,17.5,6,11.8,6.2,0,,,,,24,31
2019-06-12,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,12,,25.1,2.1,13.6,4.4,0,,,,,25,33
2019-06-13,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,13,,24.9,,,,,,,,,27,53
2019-06-14,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,14,,18.2,5.8,12,6,0,,,,,26,45
2019-06-15,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,15,,21.8,5.6,13.7,4.3,0,,,,,25,36
2019-06-16,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,16,,24.2,2.8,13.5,4.5,0,,,,,26,32
2019-06-17,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,17,,24.8,4.1,14.5,3.5,0,,,,,25,34
2019-06-18,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,18,,20.4,6.7,13.5,4.5,0,,,,,25,55
2019-06-19,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,19,,13.3,2.8,8.1,9.9,0,,,,,24,56
2019-06-20,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,20,,6.9,2.1,4.5,13.5,0,,,,,,
2019-06-21,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,21,,16.7,3.1,9.9,8.1,0,,,,,,
2019-06-22,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,22,,18.1,-0.7,8.7,9.3,0,,,,,25,43
2019-06-23,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,23,,17,5.7,11.4,6.6,0,,,,,25,40
2019-06-24,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,24,,15.5,2.2,8.9,9.1,0,,,,,26,33
2019-06-25,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,25,,17.9,2.6,10.2,7.8,0,,,,,23,34
2019-06-26,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,26,,19.5,3.8,11.6,6.4,0,,,,,26,33
2019-06-27,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,27,,12.6,5.6,9.1,8.9,0,,,,,28,32
2019-06-28,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,28,,13,4,8.5,9.5,0,,,,,25,41
2019-06-29,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,29,,13.3,3.7,8.5,9.5,0,,,,,25,40
2019-06-30,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,6,30,,20,0.3,10.1,7.9,0,,,,,26,31
2019-07-01,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,7,1,,20.3,0.8,10.6,7.4,0,,,,,26,52
2019-07-02,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,7,2,,18.4,3.9,11.2,6.8,0,,,,,,
2019-07-03,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,7,3,,18.1,0.8,9.5,8.5,0,,,,,,
2019-07-04,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,7,4,,8,4.7,6.4,11.6,0,,,,,9,35
2019-07-05,norating,norating,norating,,,,,,,-116.34,51.44,YOHO PARK,11790J1,2019,7,5,,13.7,4.1,8.9,9.1,0,,,,,6,41
